url,online,intimacy,location,mood,colorful,format,description,timezone,intensity,proximity,interior,iconic
http://63.230.124.195:9000/mjpg/video.mjpg,,8,"Boise, USA",7,7,mjpg,"swimming pools, people",-6,5,8,,false
http://62.93.76.203/mjpg/1/video.mjpg,,7,"Amstetten, Austria",8,5,mjpg,satellite dishes,2,8,9,,false
http://81.149.171.204:9000/mjpg/video.mjpg,,8,"London, UK",8,3,mjpg,"entrance, people",0,7,9,,false
http://94.84.187.202/mjpg/1/video.mjpg,,8,"viadana, Italy",5,5,mjpg,"chair, doors, people",1,5,8,,false
http://220.254.0.210/mjpg/4/video.mjpg,,5,"Nagano, Japan",6,5,mjpg,dam,9,7,6,,false
http://220.254.0.210/mjpg/3/video.mjpg,,5,"Nagano, Japan",6,5,mjpg,dam,9,7,6,,false
http://220.254.0.210/mjpg/2/video.mjpg,,5,"Nagano, Japan",6,5,mjpg,landscape,9,7,6,,false
http://220.254.0.210/mjpg/1/video.mjpg,,5,"Nagano, Japan",6,5,mjpg,dam,9,7,6,,false
http://212.47.24.208:83/mjpg/video.mjpg,,8,"Prague, Czech Republic",7,7,mjpg,"restaurant, shopping centre",2,7,8,,false
http://66.118.200.190/jpg/1/image.jpg,,4,"Durango, USA",4,6,mjpg,"windmill, landscape",-6,3,4,,false
http://66.118.200.190/jpg/2/image.jpg,,6,"Durango, USA",4,4,mjpg,"garage, view",-6,5,6,,false
http://66.118.200.190/jpg/3/image.jpg,,1,"Durango, USA",6,6,mjpg,abstract,-6,7,8,,false
http://71.39.126.187:8084/mjpg/video.mjpg,,6,"Billings, USA",7,7,mjpg,bassins,-6,7,7,,true
http://75.149.26.182:84/mjpg/video.mjpg,,8,"Pittsburgh, USA",7,2,mjpg,"entrance, people",-4,6,8,,false
http://121.129.201.163:8080/mjpg/video.mjpg,,1,"Seoul, South Korea",6,8,mjpg,lights,9,6,5,,false
http://74.142.100.144/mjpg/video.mjpg,,7,"Barberton, USA",5,4,mjpg,"printer room, people",-5,4,7,,false
http://86.47.88.163/mjpg/video.mjpg,,6,"Meath, Ireland",6,4,mjpg,"beach, people",0,4,7,,false
http://46.229.128.224:8080/mjpg/video.mjpg,,6,"Moscow, Russia",7,6,mjpg,road,-3,6,7,,false
http://91.222.109.142/mjpg/video.mjpg,,7,"Warsaw, Poland",6,6,mjpg,"suburb, people",2,6,8,,false
http://68.65.132.146/mjpg/video.mjpg,,8,"Seattle, USA",6,6,mjpg,storage room,-7,6,9,,false
http://62.48.54.45/mjpg/video.mjpg,,4,"Florence, Italy",4,7,mjpg,landscape,2,2,3,,false
http://80.240.218.44:8081/mjpg/video.mjpg,,8,"Moscow, Russia",7,4,mjpg,"private mailboxes, people",4,7,8,,true
http://85.119.12.44:2000/mjpg/video.mjpg,,6,"Sajobabony, Hungary",7,8,mjpg,"landscape, flowers",2,7,7,,false
http://190.0.7.46:81/mjpg/video.mjpg,,2,"Meddelin, Colombia",4,3,mjpg,city panorama,-5,4,2,,false
http://75.149.170.42:84/mjpg/video.mjpg?timestamp=1478955217339,,8,"Washington, USA",5,5,mjpg,"office, people",-4,5,7,,false
http://216.241.17.42:8083/jpg/image.jpg,,7,Chile,8,5,mjpg,wire,-4,8,9,,true
http://46.9.55.20:82/mjpg/video.mjpg,,8,"Skien, Norway",4,4,mjpg,"terrace, people",2,4,8,,false
http://199.91.204.42:85/mjpg/video.mjpg,,6,"Chicoutimi, Canada",5,5,mjpg,pool/pond,-5,3,6,,false
http://207.70.161.41:8081/mjpg/video.mjpg,,7,"Conroe, USA",6,3,mjpg,"footpath, people",-5,3,7,,false
http://75.149.170.42:86/mjpg/video.mjpg?timestamp=1478955760966,,8,"Washington, USA",5,4,mjpg,"office, people",-4,5,8,,false
http://80.11.38.150:8083/mjpg/video.mjpg,,8,"Caen, France",5,5,mjpg,"restaurant, people",1,5,8,,false
http://67.58.7.17:81/mjpg/video.mjpg,,9,"Anchorage, Alaska",7,3,mjpg,clock,-8,8,9,,false
http://83.230.250.150:82/mjpg/1/video.mjpg,,5,"Madrid, Spain",5,6,mjpg,"landscape, truck",1,6,6,,false
http://201.130.3.242:8090/mjpg/video.mjpg,,8,"Mexico City, Mexico",7,4,mjpg,machine,-5,7,8,,false
http://82.219.223.243:8888/mjpg/video.mjpg,,8,"Bingly, UK",8,6,mjpg,"office, cable porn, people",0,9,8,,false
http://77.174.226.241:9000/mjpg/video.mjpg,,7,"Amersfoort, Netherlands",6,3,mjpg,"gas station, people",1,4,7,,false
http://88.209.85.243:8083/mjpg/video.mjpg,,7,Monaco,7,5,mjpg,"shopping street, people",1,6,7,,false
http://193.251.72.244:8083/mjpg/video.mjpg?COUNTER,,8,"Paris, France",5,5,mjpg,"pharmacy, people",1,5,8,,false
http://194.68.122.244:88/mjpg/video.mjpg,,6,"Stockholm, Sweden",5,5,mjpg,bassins,2,5,7,,false
http://194.68.122.244:85/mjpg/video.mjpg,,7,"Stockholm, Sweden",5,3,mjpg,"street, people",2,4,7,,false
http://46.14.239.243:8080/mjpg/video.mjpg,,6,"Geneve, Switzerland",7,6,mjpg,airport,1,6,7,,false
http://131.128.170.246/mjpg/video.mjpg,,8,"Kingston, USA",7,7,mjpg,"exterior, house",-4,7,7,,false
http://89.190.78.245:88/mjpg/video.mjpg,,4,"Vrchlabi, Czech Republic",3,4,mjpg,landscape,2,3,3,,false
http://139.229.103.246/mjpg/video.mjpg,,7,"Tuscon, USA",8,6,mjpg,observatory,-7,8,7,,true
http://195.88.34.247:81/mjpg/video.mjpg,,8,"Vienna, Austria",8,5,mjpg,"backyard, people",1,8,8,,false
http://142.12.46.228/mjpg/video.mjpg,,7,"Sydney, Canada",6,6,mjpg,"entrance public building, people",-3,7,7,,false
http://88.87.115.247:8080/mjpg/video.mjpg,,7,"Piemonte, Italy",7,6,mjpg,mine,1,6,7,,false
http://81.248.11.139:8082/mjpg/3/video.mjpg,,6,Guadalupe,4,7,mjpg,"backyard, people",-4,4,7,,false
http://77.89.20.147/mjpg/video.mjpg,,7,"Pessaro, Italy",7,7,mjpg,sports tracks,1,6,8,,false
http://84.253.11.159/mjpg/video.mjpg,,7,"Zurich, Switzerland",6,5,mjpg,airport,1,6,7,,false
http://88.125.106.19/mjpg/video.mjpg,,3,"Bridoire, France",3,3,mjpg,docks,1,4,6,,false
http://131.229.80.11/mjpg/video.mjpg,,4,"Northampton, USA",6,6,mjpg,observatory,-5,6,7,,true
http://75.127.16.158/mjpg/video.mjpg,,6,"Gilette, USA",7,6,mjpg,view from power tower,-6,6,7,,false
http://130.79.102.151/mjpg/video.mjpg,,9,"Illkirch-Graffenstad, France",8,6,mjpg,"operation dummy, people",1,8,9,,true
http://130.79.102.146/mjpg/1/video.mjpg,,9,"Illkirch-Graffenstad, France",8,7,mjpg,"operation dummy, people",1,8,9,,true
http://130.79.102.146/mjpg/2/video.mjpg,,9,"Illkirch-Graffenstad, France",8,7,mjpg,"operation dummy, people",1,9,9,,true
http://178.49.241.136:8080/mjpg/video.mjpg,,8,"Novosibirsk, Russia",8,3,mjpg,door entrance,6,8,9,,
http://201.103.169.139:91/mjpg/video.mjpg,,8,"Polanco, Mexico",5,5,mjpg,"restaurant, people",-6,4,8,,
http://88.185.37.138:8083/mjpg/video.mjpg,,8,"Lanta, France",5,4,mjpg,"kitchen, people",1,4,8,,
http://41.160.227.150:8081/mjpg/video.mjpg,,8,"Randfontein, South Africa",6,4,mjpg,"office, people",2,5,8,,false
http://41.160.227.144:8083/mjpg/video.mjpg,,8,"Randfontein, South Africa",6,4,mjpg,"office, people",2,5,8,,false
http://41.160.227.150:8082/mjpg/video.mjpg,,8,"Randfontein, South Africa",6,4,mjpg,"office, people",2,5,9,,false
http://41.160.227.150:8084/mjpg/video.mjpg,,8,"Randfontein, South Africa",6,4,mjpg,"office, people",2,5,8,,false
http://41.160.227.151:8084/mjpg/video.mjpg,,8,"Randfontein, South Africa",6,4,mjpg,"office, people",2,5,8,,false
http://41.160.227.150:8083/mjpg/video.mjpg,,8,"Randfontein, South Africa",6,4,mjpg,"office, people",2,5,8,,false
http://187.214.235.139:8001/mjpg/video.mjpg,,7,"Tlalpan, Mexico",6,5,mjpg,"construction site, people",-6,5,8,,false
http://87.9.124.150:9000/mjpg/video.mjpg?timestamp=1478961355390,,7,"Filattera, Italy",5,4,mjpg,"terrace, people",1,4,8,,false
http://41.160.227.146:8084/mjpg/video.mjpg,,8,"Randfontein, South Africa",6,4,mjpg,"office, people",2,5,8,,false
http://158.58.130.149/mjpg/video.mjpg,,8,"Sochi, Russia",5,6,mjpg,"swimming pool, people",3,4,7,,false
http://158.58.130.148/mjpg/video.mjpg,,8,"Sochi, Russia",6,7,mjpg,"hotel lobby, people",3,6,8,,false
http://80.21.86.148:85/mjpg/video.mjpg,,7,"Rome, Italy",6,5,mjpg,"walkers, garage",1,5,8,,false
http://129.219.24.143/mjpg/video.mjpg?streamprofile=Quality,,8,"Tempe, USA",8,8,mjpg,"lab, people",-7,8,8,,true
http://68.187.217.143:8000/mjpg/video.mjpg,,8,"Milbury, USA",5,8,mjpg,children's room,-6,5,8,,false
http://2.138.193.152:90/mjpg/video.mjpg?timestamp=1478962055449,,8,"Sevilla, Spain",6,7,mjpg,"bar, people",1,6,8,,false
http://74.92.201.146/mjpg/video.mjpg,,5,"Miami, USA",4,6,mjpg,palms and parking,-5,4,4,,false
http://83.216.110.146:8081/mjpg/video.mjpg,,6,"Gavle, Sweden",6,3,mjpg,flats,1,4,5,,false
http://64.192.53.130:8090/mjpg/video.mjpg,,8,"Blufton, USA",8,7,mjpg,"busy street, people",-5,8,8,,false
http://109.188.135.129/mjpg/video.mjpg,,6,"Pargolovo, Russia",7,2,mjpg,"street, truck",3,5,8,,false
http://109.130.30.128:8084/mjpg/video.mjpg,,8,"Wervik, Belgium",7,7,mjpg,restaurant,1,7,8,,false
http://129.219.24.141/mjpg/video.mjpg?streamprofile=Quality,,8,"Tempe, USA",8,6,mjpg,"lab, people",-7,9,8,,true
http://31.134.162.132:8084/mjpg/video.mjpg,,6,"St. Petersburg, Russia",8,8,mjpg,flats,3,7,6,,true
http://159.147.37.133/mjpg/video.mjpg,,8,Santiago del Teide,7,8,mjpg,"shop, people",1,6,8,,false
http://190.29.99.134/mjpg/video.mjpg,,8,"Antioquia, Colombia",7,7,mjpg,"restaurant, people",-5,7,8,,false
http://2.138.193.152:91/mjpg/video.mjpg,,8,"Sevilla, Spain",6,7,mjpg,"shop, people",1,6,8,,false
http://187.188.247.115/jpg/1/image.jpg,,7,"San Juan, Mexico",8,5,mjpg,solar panels,-6,8,7,,false
http://72.26.42.115/mjpg/video.mjpg?timestamp=1478980397004,,4,Stephensville USA,6,4,mjpg,gate,-5,6,6,,false
http://109.188.133.117/mjpg/video.mjpg,,7,St Petersburg Russia,7,5,mjpg,"street, people",3,7,7,,false
http://207.98.208.118/mjpg/video.mjpg?timestamp=1478980583694,,8,"Clearwater, USA",8,1,mjpg,"street, people",-5,7,8,,false
http://84.52.164.119:88/mjpg/video.mjpg,,8,"Ljublijana, Slovenia",8,2,mjpg,"car, parking space",1,7,9,,false
http://108.54.184.121:8081/mjpg/video.mjpg,,8,"New York, USA",7,2,mjpg,house,-5,5,8,,false
http://84.9.43.119:8001/mjpg/video.mjpg?timestamp=1478980972126,,4,"Seacombe, UK",4,4,mjpg,parking lot,0,4,6,,false
http://114.33.6.120:10000/mjpg/1/video.mjpg?camera=1&timestamp=1478981090767,,7,"Nantou, Taiwan",6,5,mjpg,"public space, people",8,6,8,,false
http://188.136.237.116:85/mjpg/video.mjpg,,4,"Esfahan, Iran",6,4,mjpg,"building, under construction",3.3,7,6,,false
http://81.66.8.124:8001/mjpg/video.mjpg,,8,"Ronchin, France",6,5,mjpg,"backstage, office, people",1,6,8,,false
http://198.86.121.121/mjpg/video.mjpg?timestamp=1478981408774,,3,"Morehead City, USA",3,5,mjpg,beach,-5,5,4,,false
http://72.74.150.124:9000/mjpg/video.mjpg,,9,"Medford, USA",7,3,mjpg,"home, people",-5,7,9,,false
http://107.218.43.123/mjpg/video.mjpg?timestamp=1478981861603,,7,"Los Angeles, USA",6,6,mjpg,projector screen,-7,5,8,,false
http://120.127.252.105/mjpg/1/video.mjpg,,6,"Tapei, Taiwan",7,5,mjpg,outside office,8,5,7,,false
http://120.127.252.105/mjpg/3/video.mjpg,,7,"Tapei, Taiwan",7,6,mjpg,"office, people",8,7,7,,false
http://120.127.252.105/mjpg/4/video.mjpg,,7,"Tapei, Taiwan",8,6,mjpg,"factory, people",8,8,7,,false
http://188.59.192.141/mjpg/video.mjpg,,7,"Istanbul, Turkey",7,7,mjpg,"street, people",3,6,7,,false
http://143.106.172.142/mjpg/video.mjpg?timestamp=1478982490353,,9,"Sao Paolo, Brazil",8,6,mjpg,lab,-3,9,9,,true
http://79.111.116.110/mjpg/video.mjpg?timestamp=1478983970832,,6,"Moscow, Russia",7,6,mjpg,flats,3,7,6,,false
http://50.66.86.117:8080/mjpg/video.mjpg?timestamp=1478984109807,,8,"Kamloops, Canada",4,4,mjpg,"backyard, people",-8,5,8,,false
http://73.0.231.118:90/mjpg/video.mjpg,,8,"Wellington, USA",5,6,mjpg,pools,-5,4,7,,false
http://41.225.235.128:8001/mjpg/video.mjpg,,7,"Rades, Tunesia",7,6,mjpg,"street, people",1,5,8,,false
http://166.140.53.118:8080/mjpg/video.mjpg?timestamp=1478984645915,,7,"Torrace, USA",7,6,mjpg,"street, junction",-8,7,7,,false
http://115.188.148.117:8081/mjpg/video.mjpg,,6,"Auckland, New Zealand",4,6,mjpg,back yard,13,5,7,,false
http://117.56.228.109/mjpg/video.mjpg?timestamp=1478985065832,,6,"Taoyuan City, Taiwan",6,6,mjpg,"gas station, bridge",8,7,7,,false
http://117.4.195.110:8081/mjpg/video.mjpg?timestamp=1478985195632,,8,"hanoi, vietnam",7,5,mjpg,"street, people",7,7,7,,false
http://174.112.214.108:8084/mjpg/1/video.mjpg,,7,"Brittania, Canada",7,6,mjpg,driveway,-5,7,8,,false
http://174.112.214.108:8084/mjpg/4/video.mjpg,,8,"Brittania, Canada",7,6,mjpg,back yard,-5,8,8,,false
http://61.82.8.115:81/mjpg/video.mjpg,,4,"Seoul, South Korea",6,4,mjpg,landscape,9,5,4,,false
http://187.189.82.108:82/mjpg/video.mjpg?timestamp=1478985613163,,8,"Rafael Lucio, Mexico",7,7,mjpg,"street, people",-6,7,8,,false
http://69.156.141.113/mjpg/video.mjpg,,7,Quebuec,5,6,mjpg,"driveway, people",-5,6,8,,false
http://24.43.202.114/mjpg/video.mjpg?timestamp=1478985789734,,7,Hawaii,7,7,mjpg,"ocean, surfers",-10,6,6,,false
http://189.146.89.113:8081/jpg/image.jpg,,8,"Tlalpan, Mexico",6,6,mjpg,"office, people",-6,7,8,,false
http://124.154.13.110/mjpg/video.mjpg,,7,"Matsuyama, Japan",7,7,mjpg,"street, gas station, people",9,7,8,,false
http://31.168.248.120/mjpg/video.mjpg,,6,"Tel Aviv, Israel",5,4,mjpg,"beach, people",2,5,7,,false
http://153.19.0.122:50001/mjpg/video.mjpg?timestamp=1479047852143,,6,"Gdansk, Poland",6,5,mjpg,"water, bridge",2,6,7,,false
http://213.151.213.114/mjpg/video.mjpg,,5,"Ruzomberok, Slovakia",5,4,mjpg,"panorama, city scape",2,4,6,,false
http://37.209.27.140:9000/mjpg/video.mjpg,,9,"Zahringen, Germany",8,3,mjpg,"door entrance, people",1,8,9,,false
http://166.140.53.114:8080/mjpg/video.mjpg,,6,"Torrace, USA",6,5,mjpg,road,-8,4,6,,false
http://148.0.119.122:84/mjpg/video.mjpg,,8,"San Pedro de Marconis, Domincian Republic",5,6,mjpg,"backyard, people",-4,4,8,,false
http://188.254.76.141/mjpg/video.mjpg,,8,"Moscow, Russia",7,7,mjpg,robots,3,7,8,,false
http://74.62.193.110:85/mjpg/video.mjpg,,7,"Diamond Bar, USA",6,5,mjpg,fish tank,-8,6,7,,false
http://90.63.232.110:8081/mjpg/video.mjpg,,8,"Saint Denis, France",4,8,mjpg,"flower shop, people",1,5,8,,false
http://84.31.104.114:1024/mjpg/video.mjpg,,9,"Venlo, Netherlands",6,4,mjpg,"private kitchen, people",1,7,8,,false
http://148.0.119.122:82/mjpg/video.mjpg,,8,"San Pedro de Marconis, Domincian Republic",4,4,mjpg,"hallway, people",-5,4,8,,false
http://201.137.22.123:8001/mjpg/3/video.mjpg?camera=3&timestamp=1479051746875,,8,"Iztacalco, Mexico",5,5,mjpg,"opticien, people",-6,4,8,,false
http://207.173.177.139/mjpg/video.mjpg?timestamp=1479051926832,,6,"Seattle, USA",7,6,mjpg,roads,-8,8,7,,false
http://89.190.174.137/mjpg/video.mjpg,,8,"Bolzano, Italië",7,4,mjpg,"display, people",1,6,9,,false
http://188.117.182.150/mjpg/video.mjpg,,7,"Katowice, Poland",6,4,mjpg,"road, people",2,6,7,,false
http://82.127.215.141/mjpg/video.mjpg,,8,France,6,4,mjpg,,,,,,
http://136.169.219.105/mjpg/video.mjpg?timestamp=1479056162965,,7,"Salavat, Russia",8,9,mjpg,flower shop,5,8,8,,true
http://128.171.203.104/mjpg/video.mjpg,,6,"Hilo, Hawaii",9,7,mjpg,satelitte dishes,-10,9,2,,true
http://80.101.163.111:8082/mjpg/1/video.mjpg?timestamp=1479056548507,,3,"Edam, Netherlands",6,4,mjpg,rooftop view,1,5,3,,false
http://80.102.198.109:8081/mjpg/video.mjpg,,8,"San Marti, Spain",4,5,mjpg,"office, people",1,4,8,,false
http://80.178.208.109:81/mjpg/video.mjpg,,7,"Eilat, Israel",6,6,mjpg,"street, people",2,6,7,,false
http://80.229.2.113:81/mjpg/1/video.mjpg?timestamp=1479056825483,,6,"Runcton, UK",4,5,mjpg,"house, people",0,5,7,,false
http://189.146.89.113:8082/mjpg/video.mjpg,,7,"Tlalpan, Mexico",7,2,mjpg,"street, people",-6,7,8,,false
http://91.154.224.110:82/mjpg/video.mjpg,,7,"Helsinki, Finland",7,3,mjpg,"street, storage, people",2,7,8,,false
http://87.135.12.110:8001/mjpg/video.mjpg,,6,"Zell, Germany",7,7,mjpg,"square, sports fields, people",1,6,6,,false
http://47.151.151.117:86/mjpg/video.mjpg,,9,"Pomona, USA",9,3,mjpg,underneath a table,-8,9,9,,true
http://72.74.138.117/mjpg/video.mjpg?timestamp=1479057516485,,3,"Waltham, USA",2,5,mjpg,"ocean, sometimes people",-8,2,3,,true
http://73.89.232.114:8001/mjpg/video.mjpg,,2,"Mount Laurel, USA",2,5,mjpg,ocean view,-5,1,2,,false
http://115.188.148.117:8082/mjpg/video.mjpg,,8,"Waitakere, New Zealand",8,7,mjpg,"house, pool, people",13,8,7,,true
http://87.28.242.118:5000/mjpg/video.mjpg,,7,"Morrovalle, Italy",8,2,mjpg,"street, fence, people",1,8,7,,false
http://94.28.114.98:8080/mjpg/video.mjpg?timestamp=1479058583371,,5,"St. Petersburg, Russia",8,7,mjpg,flat,3,8,4,,true
http://125.236.227.191:81/mjpg/video.mjpg,,5,"Auckland, New Zealand",5,5,mjpg,roundabout,12,6,7,,false
http://222.154.230.107:8080/axis-cgi/jpg/image.cgi?1479066107343,,5,"Christchurch, New Zealand",7,7,mjpg,stock market update,13,7,8,,false
http://66.249.99.103/mjpg/1/video.mjpg?camera=1&timestamp=1479066283777,,4,"Houston, USA",7,4,mjpg,road,-6,6,6,,false
http://43.225.160.102/mjpg/video.mjpg,,8,"Mumbai, India",8,8,mjpg,wires and lights,5.3,8,9,,false
http://70.63.216.101:8001/mjpg/video.mjpg,,8,"Wilmington, USA",6,3,mjpg,"office, people",-5,6,8,,false
http://114.33.140.103:10000/mjpg/1/video.mjpg,,7,"Tainan, Taiwan",6,3,mjpg,"kitchen, people",8,6,8,,false
http://117.56.116.103/mjpg/2/video.mjpg?camera=2&timestamp=1479067534883,,4,"Taipei, Taiwan",8,7,mjpg,"road, containers",8,8,4,,false
http://117.56.116.103/mjpg/1/video.mjpg?camera=1&timestamp=1479067733975,,4,"Taipei, Taiwan",8,7,mjpg,"road, containers",8,8,4,,true
http://69.193.149.90:82/mjpg/video.mjpg?timestamp=1479068216420,,9,"Herndon, USA",9,6,mjpg,"elevator, people",-5,7,8,,true
http://85.26.220.90/mjpg/video.mjpg,,5,St Petersburg Russia,7,6,mjpg,flats,3,6,5,,false
http://84.54.139.100:6004/mjpg/video.mjpg,,4,"Sliven, Bulgaria",6,6,mjpg,square,2,7,3,,false
http://187.189.82.108:89/mjpg/video.mjpg?timestamp=1479069071476,,7,"Rafael Lucia, Mexico",8,8,mjpg,"factory, people",6,7,8,,false
http://67.243.140.108:81/mjpg/video.mjpg,,8,"New York, USA",7,4,mjpg,"doorway, street",-4,6,6,,false
http://166.166.212.18/mjpg/video.mjpg,,6,"Beaumont, USA",7,6,mjpg,helicopter landing pad,-6,7,5,,false
http://95.161.168.18:8080/mjpg/video.mjpg,,7,"St. Petersburg, Russia",6,2,mjpg,"street, people",3,5,7,,false
http://212.156.138.18:8082/mjpg/video.mjpg?streamprofile=800x500,,6,"Istanbul, Turkey",6,5,mjpg,"containers, panorama, people",2,6,5,,false
http://181.167.109.66/mjpg/video.mjpg,,4,"Colegiales, Argentina",4,4,mjpg,"building, street, people",-3,3,4,,false
http://71.41.126.82/mjpg/video.mjpg,,8,"Ormond Beach, Florida",7,7,mjpg,gate,-5,7,8,,false
http://187.189.82.108:84/mjpg/video.mjpg?timestamp=1479070881168,,8,"Rafael Lucia, Mexico",4,7,mjpg,"garage, people",-6,6,7,,false
http://187.189.82.108:91/mjpg/video.mjpg?timestamp=1479071089979,,8,"Rafael Lucia, Mexico",7,7,mjpg,"garage, people",-6,6,7,,false
http://187.189.82.108:85/mjpg/video.mjpg?timestamp=1479071169496,,8,"Rafael Lucia, Mexico",4,7,mjpg,"garage, people",-6,6,7,,false
http://188.94.223.8/mjpg/video.mjpg?timestamp=1479071449077,,7,"Oslo, Norway",8,6,mjpg,landing strip,2,7,7,,true
http://89.208.19.10:8082/mjpg/video.mjpg?timestamp=1479071662193,,6,"Moscow, Russia",7,4,mjpg,flats,3,6,3,,false
http://178.237.198.10:8083/mjpg/video.mjpg,,7,"Moscow, Russia",7,5,mjpg,"flats, construction, people",3,7,5,,false
http://185.80.208.125/mjpg/video.mjpg,,2,"Umea, Sweden",4,4,mjpg,city panorama,2,3,2,,false
http://166.142.109.112:5001/mjpg/1/video.mjpg,,7,"Rancho Cucamonga, USA",7,7,mjpg,advertisement,-8,7,9,,false
http://95.172.59.106/mjpg/video.mjpg,,7,"Velikiy Novgorod, Russia",6,5,mjpg,"street, people",3,6,7,,false
http://217.197.149.7:88/mjpg/video.mjpg,,8,"Bystrice Pod Hostyne, Czech Republic",7,4,mjpg,jesus,2,8,7,,true
http://68.188.191.8:81/mjpg/video.mjpg,,8,"Bay City, USA",8,3,mjpg,private room,-5,7,9,,false
http://77.235.182.8/mjpg/1/video.mjpg?camera=1&timestamp=1479072660234,,8,"Chemnitz, Germany",8,2,mjpg,numbers,1,5,8,,false
http://152.30.169.249/mjpg/video.mjpg,,8,"Cullowhee, USA",4,6,mjpg,"classroom, people",-4,6,7,,false
http://119.195.122.249:8080/mjpg/1/video.mjpg,,8,"Seoul, South Korea",8,8,mjpg,machine,9,8,9,,false
http://89.221.52.83/mjpg/video.mjpg,,8,"Druzhba, Russia",4,4,mjpg,"restaurant, people",3,3,7,,false
http://141.35.154.67/mjpg/video.mjpg?streamprofile=jpg&timestamp=1479073393343,,8,"Jena, Germany",8,8,mjpg,machine,1,9,9,,true
http://64.77.205.67/mjpg/video.mjpg,,7,"Jamestown, USA",5,5,mjpg,"street, people",-6,4,5,,false
http://107.193.60.72/mjpg/video.mjpg,,6,"Woodland Hills, USA",5,7,mjpg,fish tank,-8,4,7,,false
http://212.225.208.72/mjpg/video.mjpg,,8,"andalucia, Spain",5,4,mjpg,"restaurant, people",1,4,8,,false
http://67.207.43.6:88/mjpg/video.mjpg,,6,"Draper, USA",5,7,mjpg,suburb panorama,-7,5,3,,false
http://1.215.234.2:8080/mjpg/video.mjpg,,8,"Suigen, South Korea",6,4,mjpg,"office, people",9,6,8,,false
http://121.146.108.79/mjpg/video.mjpg,,2,"Goseong, South Korea",5,4,mjpg,road,9,5,3,,false
http://182.52.236.64:81/mjpg/video.mjpg?timestamp=1479074176095,,6,"Huai Khwang, Thailand",7,7,mjpg,panorama,7,6,2,,false
http://73.232.100.98/mjpg/video.mjpg,,6,"Houston, USA",2,2,mjpg,balcony,-6,2,8,,false
http://217.91.58.189:1024/mjpg/video.mjpg?timestamp=1479243171834,,7,"Mahlpful, Germany",4,5,mjpg,"street, people",1,5,6,,false
http://66.108.251.98:5000/mjpg/video.mjpg,,8,"Astoria, USA",5,3,mjpg,"doorway, people",-3,5,8,,false
http://50.224.16.205/mjpg/video.mjpg?timestamp=1479243441428,,6,"Mount Laurel, USA",5,5,mjpg,"campus, people",-5,4,5,,false
http://64.77.205.140/mjpg/video.mjpg,,5,"Jamestown, USA",7,6,mjpg,"street, traffic",-6,7,6,,false
http://71.174.180.144:8090/mjpg/video.mjpg,,9,"Allston, USA",8,2,mjpg,"stairs, people",-5,8,8,,false
http://74.123.105.108:8001/mjpg/1/video.mjpg?timestamp=1479244112838,,9,"Edinburgh, USA",6,3,mjpg,"street, people",-6,8,8,,false
http://166.140.82.70:8080/mjpg/video.mjpg,,4,"Torrace, USA",7,4,mjpg,highway,-8,7,6,,false
http://135.23.63.72/mjpg/video.mjpg?timestamp=1479244658929,,7,"Oakville, USa",4,2,mjpg,"doorway, people",-5,3,8,,false
http://173.160.241.35:8080/mjpg/video.mjpg,,7,"Washington, USA",7,7,mjpg,"machines, people",-5,6,8,,false
http://187.218.43.53/mjpg/video.mjpg?timestamp=1479247538996,,8,"Tlalnepantla, Mexico",5,4,mjpg,"street, people",-6,7,8,,false
http://94.72.19.56/mjpg/video.mjpg,,2,"Sushary, Russia",5,5,mjpg,parking lot,3,4,2,,false
http://179.189.237.60:8080/mjpg/video.mjpg,,6,"Bueri, Brazil",7,7,mjpg,buildings ,-6,7,6,,false
http://173.16.182.4:81/mjpg/video.mjpg,,7,"Springfield, USA",8,8,mjpg,"cable porn, storage",-6,8,7,,false
http://129.186.144.1/mjpg/video.mjpg,,8,"Ames, USA",4,4,mjpg,"highschool, people",-6,4,8,,false
http://152.157.252.1/mjpg/video.mjpg,,8,"Everett, USA",8,7,mjpg,"server, people",-8,7,8,,false
http://96.225.55.10:8001/mjpg/video.mjpg,,8,"Newark, USA",4,4,mjpg,conference room,-5,3,8,,false
http://182.52.238.15:81/mjpg/video.mjpg?timestamp=1479249419010,,5,"Bangkok, Thailand",7,6,mjpg,bridge,7,6,5,,false
http://70.99.6.20:9000/mjpg/video.mjpg?streamprofile=Default_Web_Stream,,8,"Vancouver, USA",4,4,mjpg,"office, people",-7,4,7,,false
http://31.129.174.20/mjpg/video.mjpg,,5,"Bila Tserkva, Ukraine",6,5,mjpg,"street, people",2,6,4,,false
http://190.52.167.53:8084/mjpg/video.mjpg,,7,"Asuncion, Paraguay",5,4,mjpg,"restaurant, people",3,4,7,,false
http://190.53.162.232:8082/mjpg/video.mjpg,,8,"San Salvador, El Salvador ",4,5,mjpg,"office, people",-6,4,7,,false
http://190.53.162.232:8083/mjpg/video.mjpg,,8,"San Salvador, El Salvador ",4,5,mjpg,"office, people",-6,4,7,,false
http://24.103.175.2/mjpg/video.mjpg,,8,"Utica, USA",6,5,mjpg,"room, people",-5,6,8,,false
http://174.51.41.230:84/mjpg/video.mjpg,,7,"Silt, USA",5,7,mjpg,"plant shop, people",-7,5,7,,false
http://130.180.105.226:8080/mjpg/video.mjpg,,8,"Wuppertal, Germany",8,3,mjpg,"mailboxes, people",1,7,8,,false
